# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator:  3.6.14, git
# Instrument: sphere_monitor.instr
# Ncount: 1250000000
# Trace: no
# Gravitation: no
# Seed: 1782302313933011
# Directory: HS_4pisrc_to_cylmon_1e10
# Nodes: 8
# Date: Wed Jun 24 14:04:54 2026 (1782302694)
# type: array_1d(180)
# Source: sphere_validate (sphere_monitor.instr)
# component: cyl_mon
# position: 0 0 0
# title: Cylindrical monitor
# Ncount: 10000000000
# filename: HS_srcsimple_to_cylmon.dat
# statistics: X0=-0.000495042; dX=103.921;
# signal: Min=4.62082e+11; Max=4.6243e+11; Mean=4.62254e+11;
# values: 8.32056e+13 9.12171e+08 8.32056e+09
# xvar: Theta
# yvar: (I,I_err)
# xlabel: radial position [deg]
# ylabel: Intensity
# xlimits: -180 180
# variables: Theta I I_err N
21 4.6231959e+11 67994087.24 46231959 
23 4.6226068e+11 67989755.11 46226068 
25 4.6232495e+11 67994481.39 46232495 
27 4.6230388e+11 67992931.99 46230388 
29 4.6226357e+11 67989967.64 46226357 
31 4.6225449e+11 67989299.89 46225449 
33 4.6216505e+11 67982722.07 46216505 
35 4.6227361e+11 67990705.98 46227361 
37 4.6217842e+11 67983705.4 46217842 
39 4.6219698e+11 67985070.42 46219698 
41 4.6224491e+11 67988595.37 46224491 
43 4.622376e+11 67988057.77 46223760 
45 4.62325e+11 67994485.07 46232500 
47 4.6232091e+11 67994184.31 46232091 
49 4.6227879e+11 67991086.92 46227879 
51 4.6221297e+11 67986246.4 46221297 
53 4.6221778e+11 67986600.15 46221778 
55 4.6223527e+11 67987886.42 46223527 
57 4.6222172e+11 67986889.91 46222172 
59 4.6231359e+11 67993646.03 46231359 
61 4.6227796e+11 67991025.88 46227796 
63 4.6230399e+11 67992940.07 46230399 
65 4.6216014e+11 67982360.95 46216014 
67 4.6226581e+11 67990132.37 46226581 
69 4.622855e+11 67991580.36 46228550 
71 4.6237499e+11 67998161 46237499 
73 4.62278e+11 67991028.82 46227800 
75 4.6226824e+11 67990311.07 46226824 
77 4.6231634e+11 67993848.25 46231634 
79 4.6225256e+11 67989157.96 46225256 
81 4.623193e+11 67994065.92 46231930 
83 4.622817e+11 67991300.91 46228170 
85 4.6236629e+11 67997521.28 46236629 
87 4.6221736e+11 67986569.26 46221736 
89 4.6222033e+11 67986787.69 46222033 
91 4.62361e+11 67997132.29 46236100 
93 4.6210213e+11 67978094.27 46210213 
95 4.623381e+11 67995448.38 46233810 
97 4.6230211e+11 67992801.82 46230211 
99 4.6214595e+11 67981317.29 46214595 
101 4.623165e+11 67993860.02 46231650 
103 4.6224027e+11 67988254.13 46224027 
105 4.623491e+11 67996257.25 46234910 
107 4.6223312e+11 67987728.3 46223312 
109 4.6219374e+11 67984832.13 46219374 
111 4.6221752e+11 67986581.03 46221752 
113 4.6217093e+11 67983154.53 46217093 
115 4.6232314e+11 67994348.29 46232314 
117 4.6221619e+11 67986483.22 46221619 
119 4.623155e+11 67993786.48 46231550 
121 4.6227455e+11 67990775.11 46227455 
123 4.6211651e+11 67979151.95 46211651 
125 4.6225242e+11 67989147.66 46225242 
127 4.6224331e+11 67988477.7 46224331 
129 4.6221201e+11 67986175.8 46221201 
131 4.6225953e+11 67989670.54 46225953 
133 4.6229866e+11 67992548.12 46229866 
135 4.6220507e+11 67985665.4 46220507 
137 4.6225857e+11 67989599.94 46225857 
139 4.6236143e+11 67997163.91 46236143 
141 4.622843e+11 67991492.11 46228430 
143 4.6226024e+11 67989722.75 46226024 
145 4.6214699e+11 67981393.78 46214699 
147 4.6215346e+11 67981869.64 46215346 
149 4.6225243e+11 67989148.4 46225243 
151 4.6223452e+11 67987831.26 46223452 
153 4.6215267e+11 67981811.54 46215267 
155 4.6213649e+11 67980621.5 46213649 
157 4.6229784e+11 67992487.82 46229784 
159 4.6225902e+11 67989633.03 46225902 
161 4.6222192e+11 67986904.62 46222192 
163 4.6227955e+11 67991142.81 46227955 
165 4.6221993e+11 67986758.27 46221993 
167 4.6218995e+11 67984553.39 46218995 
169 4.6220827e+11 67985900.74 46220827 
171 4.6217895e+11 67983744.38 46217895 
173 4.6227395e+11 67990730.99 46227395 
175 4.6226348e+11 67989961.02 46226348 
177 4.6226632e+11 67990169.88 46226632 
179 4.6229711e+11 67992434.14 46229711 
