# binned sphere monitor
# nx=360 ny=180
# n_history=1000000000
# columns: ix,iy,I
# phi in [-180, 180] deg
# theta in [-90, 90] deg
# hits_total=901532 hits_in=901532
# columns: ix,iy,I
99,1,0
100,1,0
101,1,1.17806878462e-12
102,1,1.17806078898e-12
103,1,2.35591992769e-12
104,1,0
105,1,0
106,1,0
107,1,0
108,1,0
109,1,0
110,1,0
111,1,2.35531228837e-12
112,1,0
113,1,0
114,1,0
115,1,1.17746224984e-12
116,1,1.17778899695e-12
117,1,1.17750100654e-12
118,1,0
119,1,0
120,1,0
121,1,2.35552098047e-12
122,1,1.1772945717e-12
123,1,0
124,1,0
125,1,0
126,1,0
127,1,0
128,1,1.17809618875e-12
129,1,0
130,1,0
131,1,1.17786067165e-12
132,1,0
133,1,0
134,1,0
135,1,0
136,1,0
137,1,1.17800920862e-12
138,1,1.17746391425e-12
139,1,1.17769692436e-12
140,1,0
141,1,0
142,1,0
143,1,2.35576244526e-12
144,1,0
145,1,0
146,1,0
147,1,0
148,1,1.17809377278e-12
149,1,0
150,1,1.17797875455e-12
151,1,0
152,1,0
153,1,0
154,1,0
155,1,1.17710994871e-12
156,1,0
157,1,1.17743656524e-12
158,1,0
159,1,0
160,1,0
161,1,1.17795122429e-12
162,1,0
163,1,1.17796333462e-12
164,1,1.17784962377e-12
165,1,1.17789962502e-12
166,1,1.17790394611e-12
167,1,0
168,1,0
169,1,1.17805130599e-12
170,1,0
171,1,0
172,1,1.17792853982e-12
173,1,0
174,1,0
175,1,1.17757569232e-12
176,1,0
177,1,0
178,1,0
179,1,0
180,1,0
181,1,1.17798160511e-12
182,1,0
183,1,1.17793694239e-12
184,1,0
185,1,0
186,1,0
187,1,0
188,1,0
189,1,0
190,1,0
191,1,1.17794850209e-12
192,1,1.17799590049e-12
193,1,0
194,1,0
195,1,2.35606736606e-12
196,1,1.178015644e-12
197,1,1.17794113914e-12
198,1,1.17743886647e-12
199,1,0
200,1,0
201,1,1.17783213551e-12
202,1,1.17804901263e-12
203,1,2.35567170774e-12
204,1,0
205,1,0
206,1,0
207,1,0
208,1,0
209,1,0
210,1,0
211,1,0
212,1,1.1780251536e-12
213,1,0
214,1,0
215,1,0
216,1,1.1778790829e-12
217,1,0
218,1,0
219,1,0
220,1,0
221,1,0
222,1,0
223,1,0
224,1,0
225,1,0
226,1,1.1775891808e-12
227,1,1.17786478208e-12
228,1,0
229,1,0
230,1,0
231,1,0
232,1,0
233,1,1.17792652982e-12
234,1,0
235,1,2.35562566651e-12
236,1,0
237,1,1.17765064717e-12
238,1,0
239,1,0
240,1,1.17795265411e-12
241,1,0
242,1,1.17808703891e-12
243,1,0
244,1,0
245,1,0
246,1,0
247,1,0
248,1,1.17779987555e-12
249,1,0
250,1,0
251,1,1.17806006377e-12
252,1,0
253,1,0
254,1,0
255,1,0
256,1,0
257,1,0
258,1,0
259,1,0
260,1,0
261,1,0
262,1,1.1780422965e-12
263,1,0
264,1,0
265,1,0
266,1,0
267,1,1.17778504788e-12
268,1,0
269,1,0
270,1,0
271,1,0
272,1,0
273,1,0
274,1,0
275,1,0
276,1,0
277,1,0
278,1,0
279,1,0
280,1,0
281,1,0
282,1,1.17779319538e-12
283,1,0
284,1,0
285,1,1.17788522121e-12
286,1,0
287,1,0
288,1,0
289,1,0
290,1,0
291,1,0
292,1,0
293,1,0
294,1,1.17790694097e-12
295,1,0
296,1,0
297,1,0
298,1,0
299,1,2.35581499895e-12
300,1,0
301,1,1.17794719413e-12
302,1,0
303,1,1.1780870057e-12
304,1,1.17739479994e-12
305,1,0
306,1,1.17711538521e-12
307,1,0
308,1,0
309,1,0
310,1,0
311,1,0
312,1,0
313,1,1.17788887999e-12
314,1,2.35567264496e-12
315,1,0
316,1,0
317,1,0
318,1,1.17730811213e-12
319,1,0
320,1,0
321,1,1.17805174276e-12
322,1,1.17747793351e-12
323,1,1.17772889995e-12
324,1,0
325,1,0
326,1,1.17798366443e-12
327,1,0
328,1,0
329,1,0
330,1,0
331,1,1.17777749085e-12
332,1,1.17770780061e-12
333,1,0
334,1,1.17809303471e-12
335,1,1.17785693012e-12
336,1,0
337,1,1.17764418479e-12
338,1,0
339,1,0
340,1,0
341,1,0
342,1,0
343,1,0
344,1,2.35598256954e-12
345,1,0
346,1,0
347,1,1.17808695184e-12
348,1,1.17804376065e-12
349,1,1.17786115511e-12
350,1,1.17789412516e-12
351,1,1.17803888101e-12
352,1,0
353,1,1.1780384552e-12
354,1,0
355,1,1.17696542939e-12
356,1,0
357,1,0
358,1,0
359,1,1.17732944694e-12
0,2,0
1,2,0
2,2,0
3,2,1.17763242194e-12
4,2,0
5,2,0
6,2,1.17802436283e-12
7,2,2.35526982328e-12
8,2,0
9,2,0
10,2,0
11,2,1.17801987959e-12
12,2,1.17797403252e-12
13,2,3.53321189656e-12
14,2,1.17771207805e-12
15,2,0
16,2,0
17,2,1.1780712616e-12
18,2,0
19,2,1.17763701144e-12
20,2,1.17791787799e-12
21,2,0
22,2,2.35576481215e-12
23,2,0
24,2,0
25,2,0
26,2,0
27,2,0
28,2,0
29,2,1.17783431629e-12
30,2,0
31,2,0
32,2,1.17773910547e-12
33,2,0
34,2,0
35,2,0
36,2,0
37,2,0
38,2,2.35581378502e-12
39,2,1.17779031013e-12
40,2,0
41,2,2.35574499759e-12
42,2,0
43,2,1.177715765e-12
44,2,0
45,2,2.35598177875e-12
46,2,0
47,2,0
48,2,0
49,2,0
50,2,0
51,2,0
52,2,0
53,2,0
54,2,0
55,2,1.17802937039e-12
56,2,0
57,2,0
58,2,1.1779954763e-12
59,2,0
60,2,3.5335377668e-12
61,2,0
62,2,1.1779399003e-12
63,2,2.35580498513e-12
64,2,1.17755499056e-12
65,2,0
66,2,1.17801492236e-12
67,2,1.17771018877e-12
68,2,1.17798698815e-12
69,2,2.35542246262e-12
70,2,0
71,2,0
72,2,0
73,2,1.17803128292e-12
74,2,1.17733136126e-12
75,2,0
76,2,1.17798504925e-12
77,2,1.17747999279e-12
78,2,0
79,2,1.17789055972e-12
80,2,0
81,2,1.17783446862e-12
82,2,0
83,2,0
84,2,1.1779257508e-12
85,2,1.17785619207e-12
86,2,0
87,2,1.17783797789e-12
88,2,0
89,2,0
90,2,0
91,2,1.17800455539e-12
92,2,0
93,2,2.35607110476e-12
94,2,1.17794957624e-12
95,2,1.17800503162e-12
96,2,0
97,2,0
98,2,0
99,2,0
100,2,1.17792192063e-12
101,2,0
102,2,1.17797773989e-12
103,2,2.35530281076e-12
104,2,2.35518038835e-12
105,2,0
106,2,0
107,2,0
108,2,0
109,2,0
110,2,0
111,2,1.17756878628e-12
112,2,1.17809667201e-12
113,2,0
114,2,1.17783730513e-12
115,2,0
116,2,0
117,2,1.17782230259e-12
118,2,0
119,2,0
120,2,1.17799144682e-12
121,2,0
122,2,2.35593305878e-12
123,2,0
124,2,1.17760956565e-12
125,2,0
126,2,0
127,2,1.17807765062e-12
128,2,2.35566250738e-12
129,2,1.17697773086e-12
130,2,1.17788844361e-12
131,2,0
132,2,1.17798613103e-12
133,2,0
134,2,1.17786316008e-12
135,2,1.17781491274e-12
136,2,0
137,2,0
138,2,2.35586908027e-12
139,2,1.17765784847e-12
140,2,0
141,2,0
142,2,0
143,2,2.35586409762e-12
144,2,0
145,2,0
146,2,0
147,2,0
148,2,1.17804669519e-12
149,2,0
150,2,0
151,2,0
152,2,3.53393779521e-12
153,2,2.35560158733e-12
154,2,1.1775743858e-12
155,2,1.17773121013e-12
156,2,0
157,2,0
158,2,0
159,2,0
160,2,0
161,2,1.17764784421e-12
162,2,1.17807854382e-12
163,2,1.1779843447e-12
164,2,1.17767600593e-12
165,2,0
166,2,2.35588305387e-12
167,2,3.53331394622e-12
168,2,1.17711361964e-12
169,2,0
170,2,0
171,2,3.53374337852e-12
172,2,0
173,2,0
174,2,1.17763803462e-12
175,2,2.35567255025e-12
176,2,0
177,2,1.17770930484e-12
178,2,0
179,2,0
180,2,1.17752725793e-12
181,2,1.17791536366e-12
182,2,1.17805714604e-12
183,2,2.35615131921e-12
184,2,2.35581530535e-12
185,2,0
186,2,1.17807179063e-12
187,2,1.17720261744e-12
188,2,0
189,2,0
190,2,0
191,2,1.17789726666e-12
192,2,1.17799544799e-12
193,2,0
194,2,0
195,2,0
196,2,0
197,2,0
198,2,2.35598921384e-12
199,2,1.17785974994e-12
200,2,1.17803844105e-12
201,2,0
202,2,1.17800674368e-12
203,2,0
204,2,1.17803606915e-12
205,2,2.355439336e-12
206,2,0
207,2,0
208,2,0
209,2,0
210,2,1.17803607379e-12
211,2,0
212,2,1.17788150444e-12
213,2,0
214,2,1.17737571836e-12
215,2,2.35578618083e-12
216,2,0
217,2,0
218,2,1.17809315928e-12
219,2,0
220,2,2.35503530168e-12
221,2,3.53369240013e-12
222,2,0
223,2,0
224,2,1.17735373593e-12
225,2,1.17800004031e-12
226,2,0
227,2,1.17764541817e-12
228,2,1.17745642833e-12
229,2,0
230,2,0
231,2,0
232,2,1.17796759802e-12
233,2,1.17802390437e-12
234,2,2.35559991078e-12
235,2,0
236,2,3.53299948106e-12
237,2,2.35591698492e-12
238,2,1.17715578448e-12
239,2,0
240,2,1.17739162984e-12
241,2,0
242,2,1.17750735811e-12
243,2,0
244,2,0
245,2,0
246,2,0
247,2,1.17806382861e-12
248,2,2.35486499632e-12
249,2,0
250,2,0
251,2,0
252,2,1.17768230643e-12
253,2,2.35531721977e-12
254,2,1.17745384076e-12
255,2,1.1777769551e-12
256,2,0
257,2,2.35458619172e-12
258,2,0
259,2,2.35591186575e-12
260,2,1.17808420068e-12
261,2,0
262,2,1.17796340569e-12
263,2,0
264,2,2.35609179474e-12
265,2,0
266,2,0
267,2,1.17805765059e-12
268,2,1.17765559029e-12
269,2,0
270,2,1.177581047e-12
271,2,1.17805799565e-12
272,2,0
273,2,1.17803990878e-12
274,2,0
275,2,2.35564002821e-12
276,2,0
277,2,2.3550266163e-12
278,2,1.17739515458e-12
279,2,1.17794271031e-12
280,2,0
281,2,0
282,2,3.53377851075e-12
283,2,1.17798281304e-12
284,2,0
285,2,0
286,2,0
287,2,1.17801734655e-12
288,2,1.17753969202e-12
289,2,2.35567932344e-12
290,2,1.17796029345e-12
291,2,1.17789869886e-12
292,2,0
293,2,0
294,2,2.35612106053e-12
295,2,0
296,2,0
297,2,2.35602621836e-12
298,2,0
299,2,1.177887505e-12
300,2,0
301,2,0
302,2,0
303,2,0
304,2,0
305,2,0
306,2,2.35617680203e-12
307,2,0
308,2,2.35589965441e-12
309,2,0
310,2,1.1780157988e-12
311,2,0
312,2,0
313,2,0
314,2,0
315,2,0
316,2,1.17805468177e-12
317,2,3.53340586403e-12
318,2,0
319,2,0
320,2,1.17793335311e-12
321,2,1.1779499624e-12
322,2,0
323,2,0
324,2,0
325,2,2.35564337261e-12
326,2,1.1772349146e-12
327,2,0
328,2,0
329,2,1.17802487257e-12
330,2,0
331,2,0
332,2,1.17798041441e-12
333,2,1.17793046906e-12
334,2,1.17786494059e-12
335,2,0
336,2,0
337,2,1.17756389099e-12
338,2,1.17804521504e-12
339,2,0
340,2,0
341,2,0
342,2,0
343,2,0
344,2,0
345,2,0
346,2,0
347,2,1.17720601573e-12
348,2,0
349,2,0
350,2,1.17752281093e-12
351,2,0
352,2,1.17808042426e-12
353,2,1.17793050879e-12
354,2,2.35573845516e-12
355,2,2.35578811356e-12
356,2,0
357,2,0
358,2,1.17760441927e-12
359,2,0
0,3,0
1,3,0
2,3,1.17786990066e-12
3,3,0
4,3,1.17805837541e-12
5,3,2.35594679218e-12
6,3,1.17794004486e-12
7,3,0
8,3,1.17803554087e-12
9,3,1.17780088348e-12
10,3,2.35604023196e-12
11,3,0
12,3,1.17744474208e-12
13,3,1.17803853819e-12
14,3,1.17781328889e-12
15,3,1.17768552278e-12
16,3,0
17,3,1.17790229996e-12
18,3,1.17763265893e-12
19,3,0
20,3,0
21,3,0
22,3,1.17805735581e-12
23,3,1.1779562022e-12
24,3,1.1779718372e-12
25,3,1.17775781051e-12
26,3,1.17730136973e-12
27,3,1.17729259699e-12
28,3,4.71161406527e-12
29,3,2.35556050516e-12
30,3,1.17800395667e-12
31,3,1.17743456078e-12
32,3,1.17804629407e-12
33,3,1.17801404412e-12
34,3,0
35,3,3.53277404901e-12
36,3,1.17794631928e-12
37,3,1.17792755766e-12
38,3,2.35582621609e-12
39,3,0
40,3,0
41,3,0
42,3,3.53342481777e-12
43,3,1.17773693212e-12
44,3,1.17782749259e-12
45,3,2.35549334549e-12
46,3,0
47,3,0
48,3,0
49,3,0
50,3,0
51,3,1.1780693166e-12
52,3,1.17789178958e-12
53,3,3.53311834503e-12
54,3,0
55,3,2.35580163415e-12
56,3,1.17743688448e-12
57,3,3.53382023298e-12
58,3,1.17803822898e-12
59,3,0
60,3,2.35526646514e-12
61,3,0
62,3,0
63,3,0
64,3,1.17797776164e-12
65,3,1.17763478929e-12
66,3,1.17799172612e-12
67,3,3.5330123364e-12
68,3,1.177799076e-12
69,3,0
70,3,2.35495401691e-12
71,3,0
72,3,0
73,3,0
74,3,0
75,3,2.35589029867e-12
76,3,0
77,3,1.17751155745e-12
78,3,0
79,3,0
80,3,1.17772010796e-12
81,3,2.35588016124e-12
82,3,3.53386995177e-12
83,3,0
84,3,0
85,3,0
86,3,0
87,3,0
88,3,2.35600778726e-12
89,3,3.53386498193e-12
90,3,2.3554686267e-12
91,3,0
92,3,0
93,3,0
94,3,1.17796594074e-12
95,3,0
96,3,2.3557170251e-12
97,3,0
98,3,0
99,3,1.17716900185e-12
100,3,1.17806984741e-12
101,3,2.35525035797e-12
102,3,2.35607610863e-12
103,3,1.17807033087e-12
104,3,0
105,3,0
106,3,0
107,3,3.53373089978e-12
108,3,0
109,3,0
110,3,0
111,3,1.17802803416e-12
112,3,2.35545487022e-12
113,3,2.35607932784e-12
114,3,1.17732693524e-12
115,3,2.35593537615e-12
116,3,1.17804490602e-12
117,3,1.17807114127e-12
118,3,3.53167179749e-12
119,3,0
120,3,0
121,3,1.17785488763e-12
122,3,1.17789433099e-12
123,3,0
124,3,1.1779442382e-12
125,3,3.53256663698e-12
126,3,1.17794427705e-12
127,3,0
128,3,2.35548868858e-12
129,3,1.17791260124e-12
130,3,1.17779651195e-12
131,3,2.35554969469e-12
132,3,0
133,3,0
134,3,0
135,3,0
136,3,1.17795019833e-12
137,3,1.17741625664e-12
138,3,1.17799377664e-12
139,3,0
140,3,0
141,3,1.17787464299e-12
142,3,0
143,3,0
144,3,0
145,3,0
146,3,2.35535148656e-12
147,3,1.17773089931e-12
148,3,3.53312632606e-12
149,3,1.17752352875e-12
150,3,0
151,3,1.17777945891e-12
152,3,0
153,3,0
154,3,1.17809194494e-12
155,3,2.35580534469e-12
156,3,0
157,3,0
158,3,0
159,3,0
160,3,0
161,3,0
162,3,3.53372944076e-12
163,3,1.17750316355e-12
164,3,3.53326457169e-12
165,3,0
166,3,1.1780647918e-12
167,3,0
168,3,0
169,3,1.17767811121e-12
170,3,0
171,3,1.17782023587e-12
172,3,2.35562711021e-12
173,3,2.35558154945e-12
174,3,0
175,3,1.1780082066e-12
176,3,0
177,3,0
178,3,0
179,3,1.17799145083e-12
180,3,3.5327642021e-12
181,3,0
182,3,1.17746076028e-12
183,3,1.17787004809e-12
184,3,0
185,3,0
186,3,1.17773128652e-12
187,3,0
188,3,1.17781170491e-12
189,3,4.71119470376e-12
190,3,0
191,3,0
192,3,2.35577300916e-12
193,3,0
194,3,1.17803074872e-12
195,3,3.53370041295e-12
196,3,0
197,3,0
198,3,1.17779698345e-12
199,3,0
200,3,2.35609273593e-12
201,3,1.17759791889e-12
202,3,2.35530757249e-12
203,3,0
204,3,0
205,3,0
206,3,1.17802067704e-12
207,3,1.17779688759e-12
208,3,0
209,3,1.1780157898e-12
210,3,0
211,3,1.17808784819e-12
212,3,0
213,3,2.35542602218e-12
214,3,1.17804819451e-12
215,3,0
216,3,0
217,3,0
218,3,0
219,3,1.17791150884e-12
220,3,0
221,3,1.17795479252e-12
222,3,2.35609137666e-12
223,3,0
224,3,1.177984376e-12
225,3,0
226,3,1.17749036292e-12
227,3,2.35571191889e-12
228,3,2.35545878402e-12
229,3,0
230,3,0
231,3,0
232,3,0
233,3,0
234,3,0
235,3,0
236,3,1.17807779278e-12
237,3,1.17790142449e-12
238,3,1.17806631239e-12
239,3,0
240,3,0
241,3,0
242,3,0
243,3,1.17779467544e-12
244,3,0
245,3,2.35556214181e-12
246,3,2.35565500283e-12
247,3,2.3560769547e-12
248,3,2.35453111863e-12
249,3,1.17797396053e-12
250,3,2.35517337829e-12
251,3,1.17706658606e-12
252,3,2.35549000921e-12
253,3,1.17802058298e-12
254,3,0
255,3,2.35556920063e-12
256,3,0
257,3,0
258,3,0
259,3,1.17802154712e-12
260,3,1.17780826135e-12
261,3,0
262,3,1.1776974398e-12
263,3,1.17790808267e-12
264,3,0
265,3,1.17797126582e-12
266,3,1.17715105451e-12
267,3,2.35593509582e-12
268,3,1.17809552047e-12
269,3,1.17807223924e-12
270,3,0
271,3,0
272,3,1.17804600129e-12
273,3,0
274,3,2.35544312709e-12
275,3,0
276,3,1.17727477437e-12
277,3,0
278,3,0
279,3,3.53397707879e-12
280,3,0
281,3,0
282,3,0
283,3,1.17786151768e-12
284,3,0
285,3,0
286,3,0
287,3,0
288,3,1.17797226889e-12
289,3,2.35567752178e-12
290,3,2.35548242801e-12
291,3,1.17787812444e-12
292,3,1.17790166656e-12
293,3,1.17801338739e-12
294,3,1.17805021639e-12
295,3,2.35582022605e-12
296,3,1.17764275458e-12
297,3,0
298,3,1.17791675568e-12
299,3,1.1779896664e-12
300,3,1.17769749885e-12
301,3,4.71179246043e-12
302,3,0
303,3,1.1773631786e-12
304,3,0
305,3,1.17787775167e-12
306,3,0
307,3,2.35522909651e-12
308,3,1.17787399669e-12
309,3,1.17774466968e-12
310,3,3.53375285362e-12
311,3,0
312,3,1.17785993571e-12
313,3,0
314,3,1.17734000098e-12
315,3,0
316,3,3.53308920238e-12
317,3,0
318,3,1.17763400148e-12
319,3,0
320,3,0
321,3,2.35581327553e-12
322,3,1.17792123076e-12
323,3,0
324,3,0
325,3,2.35563749786e-12
326,3,0
327,3,1.17697856494e-12
328,3,0
329,3,1.1775175069e-12
330,3,1.17807828193e-12
331,3,0
332,3,1.17792636445e-12
333,3,0
334,3,0
335,3,1.17751555339e-12
336,3,2.35533439859e-12
337,3,0
338,3,0
339,3,0
340,3,1.1774310759e-12
341,3,1.17785381858e-12
342,3,1.17804184718e-12
343,3,0
344,3,1.1776942704e-12
345,3,2.35490405717e-12
346,3,1.17790292331e-12
347,3,0
348,3,1.17712817752e-12
349,3,2.35558964256e-12
350,3,0
351,3,0
352,3,0
353,3,1.17788165752e-12
354,3,1.1780733914e-12
355,3,1.17800937448e-12
356,3,0
357,3,0
358,3,1.17808477492e-12
359,3,1.17787447168e-12
0,4,2.35569273984e-12
1,4,2.35577211162e-12
2,4,1.17793258859e-12
3,4,0
4,4,2.35575300505e-12
5,4,1.17763606306e-12
6,4,1.17788109933e-12
7,4,1.17804188559e-12
8,4,0
9,4,2.3555991065e-12
10,4,1.17780025791e-12
11,4,3.53387674033e-12
12,4,0
13,4,1.17794186607e-12
14,4,0
15,4,1.17747554784e-12
16,4,0
17,4,1.17725484123e-12
18,4,0
19,4,1.17803709647e-12
20,4,2.35584594285e-12
21,4,0
22,4,1.17780429961e-12
23,4,2.35603936349e-12
24,4,0
25,4,0
26,4,1.17770975498e-12
27,4,3.53314525755e-12
28,4,3.53299026898e-12
29,4,5.88942157358e-12
30,4,0
31,4,2.35589225471e-12
32,4,1.17784391131e-12
33,4,1.17792027506e-12
34,4,1.17755801916e-12
35,4,1.17797686685e-12
36,4,1.17765987051e-12
37,4,0
38,4,2.35530627674e-12
39,4,0
40,4,1.17807401187e-12
41,4,1.17792651701e-12
42,4,0
43,4,0
44,4,0
45,4,1.17738848844e-12
46,4,3.53278324804e-12
47,4,1.17783760624e-12
48,4,0
49,4,3.53408341221e-12
50,4,2.35574982517e-12
51,4,0
52,4,1.17795344099e-12
53,4,0
54,4,0
55,4,1.17700026355e-12
56,4,0
57,4,1.17798432489e-12
58,4,1.17764011163e-12
59,4,2.3556234096e-12
60,4,2.35599059506e-12
61,4,5.88927735793e-12
62,4,1.17793099564e-12
63,4,0
64,4,1.17728440335e-12
65,4,1.17738711015e-12
66,4,1.17764272979e-12
67,4,0
68,4,2.35515339566e-12
69,4,1.17790565241e-12
70,4,4.71100939468e-12
71,4,0
72,4,1.17749351262e-12
73,4,1.17781795212e-12
74,4,2.35541048618e-12
75,4,1.17799003532e-12
76,4,0
77,4,0
78,4,1.177978879e-12
79,4,0
80,4,2.35572610015e-12
81,4,3.53354174337e-12
82,4,1.1776517506e-12
83,4,1.17739800559e-12
84,4,1.17776197e-12
85,4,0
86,4,0
87,4,1.17808202652e-12
88,4,2.35573370597e-12
